c1c103e5921a5410ea899fe5d780c4d7,/libr/archives/projectsexport/LMSRAID_Archive44 - Date 8202015/DCR Projects/UNIV_MARYLAND/.DS_Store,.DS_Store,15364
e8a65e7bb60d5cf073d7a909e2ecda25,/libr/archives/projectsexport/LMSRAID_Archive44 - Date 8202015/DCR Projects/UNIV_MARYLAND/MP4_FILES/Ims-026113-0001.mp4,Ims-026113-0001.mp4,684035418
a4026600c0314c837a2f20dd25664f2e,/libr/archives/projectsexport/LMSRAID_Archive44 - Date 8202015/DCR Projects/UNIV_MARYLAND/MP4_FILES/Ims-026124-0001.mp4,Ims-026124-0001.mp4,333976086
b110581900d74a5f29e6e88c7a55c7bd,/libr/archives/projectsexport/LMSRAID_Archive44 - Date 8202015/DCR Projects/UNIV_MARYLAND/MP4_FILES/Ims-026137-0001.mp4,Ims-026137-0001.mp4,587774017
8ece05e4dd260a2321ccaa995dd2ece9,/libr/archives/projectsexport/LMSRAID_Archive44 - Date 8202015/DCR Projects/UNIV_MARYLAND/MP4_FILES/Ims-026130-0001.mp4,Ims-026130-0001.mp4,584213650
ca83119f7b8b2f3999f2912b343d8706,/libr/archives/projectsexport/LMSRAID_Archive44 - Date 8202015/DCR Projects/UNIV_MARYLAND/MP4_FILES/Ims-026105-0001.mp4,Ims-026105-0001.mp4,597874998
238b273377e7b85bece8a1927a0b19c3,/libr/archives/projectsexport/LMSRAID_Archive44 - Date 8202015/DCR Projects/UNIV_MARYLAND/MP4_FILES/Ims-026106-0001.mp4,Ims-026106-0001.mp4,574124946
9fa8e36bf42eb43645dbdcf0e0e26b66,/libr/archives/projectsexport/LMSRAID_Archive44 - Date 8202015/DCR Projects/UNIV_MARYLAND/MP4_FILES/Ims-026118-0001.mp4,Ims-026118-0001.mp4,589240453
3ed634822b3d1a7e023b216c9615668b,/libr/archives/projectsexport/LMSRAID_Archive44 - Date 8202015/DCR Projects/UNIV_MARYLAND/MP4_FILES/Ims-026102-0001.mp4,Ims-026102-0001.mp4,599247736
f416c1ef2fa9aae0aed6d94db4582b5a,/libr/archives/projectsexport/LMSRAID_Archive44 - Date 8202015/DCR Projects/UNIV_MARYLAND/MP4_FILES/Ims-026134-0001.mp4,Ims-026134-0001.mp4,718346378
0fa82f5ff76edb646bfc3f2645aa1992,/libr/archives/projectsexport/LMSRAID_Archive44 - Date 8202015/DCR Projects/UNIV_MARYLAND/MP4_FILES/Ims-026140-0001.mp4,Ims-026140-0001.mp4,574208325
5b455a14f132bee48d28209729ade9a8,/libr/archives/projectsexport/LMSRAID_Archive44 - Date 8202015/DCR Projects/UNIV_MARYLAND/MP4_FILES/Ims-026132-0001.mp4,Ims-026132-0001.mp4,917284415
8d30a7d3eb7ac5961e809d8a2d163e82,/libr/archives/projectsexport/LMSRAID_Archive44 - Date 8202015/DCR Projects/UNIV_MARYLAND/MP4_FILES/Ims-026120-0001.mp4,Ims-026120-0001.mp4,593585588
bfad06dae38aae93c50e17169e992214,/libr/archives/projectsexport/LMSRAID_Archive44 - Date 8202015/DCR Projects/UNIV_MARYLAND/MP4_FILES/Ims-026103-0001.mp4,Ims-026103-0001.mp4,597104366
40643a4ebb001e071f84f6678c2b9cf0,/libr/archives/projectsexport/LMSRAID_Archive44 - Date 8202015/DCR Projects/UNIV_MARYLAND/MP4_FILES/Ims-026115-0001.mp4,Ims-026115-0001.mp4,596038930
d8560b989e1155ea5ff27c7d70620440,/libr/archives/projectsexport/LMSRAID_Archive44 - Date 8202015/DCR Projects/UNIV_MARYLAND/MP4_FILES/Ims-026099-0001.mp4,Ims-026099-0001.mp4,578592314
ddb98380830a732e52a4cc231efd0599,/libr/archives/projectsexport/LMSRAID_Archive44 - Date 8202015/DCR Projects/UNIV_MARYLAND/MP4_FILES/Ims-026117-0001.mp4,Ims-026117-0001.mp4,728027812
f2d9cd2b21f8098511dd468c8ad589e7,/libr/archives/projectsexport/LMSRAID_Archive44 - Date 8202015/DCR Projects/UNIV_MARYLAND/MP4_FILES/Ims-026123-0001.mp4,Ims-026123-0001.mp4,597774812
099dc1b871d5439293af3e81fe8ab261,/libr/archives/projectsexport/LMSRAID_Archive44 - Date 8202015/DCR Projects/UNIV_MARYLAND/MP4_FILES/Ims-026143-0001.mp4,Ims-026143-0001.mp4,579079107
44e8bf69bd44c1ba807268754d68a7bc,/libr/archives/projectsexport/LMSRAID_Archive44 - Date 8202015/DCR Projects/UNIV_MARYLAND/MP4_FILES/Ims-026104-0001.mp4,Ims-026104-0001.mp4,673637109
493c28818b1e4bba8052a40676b38743,/libr/archives/projectsexport/LMSRAID_Archive44 - Date 8202015/DCR Projects/UNIV_MARYLAND/MP4_FILES/Ims-026141-0001.mp4,Ims-026141-0001.mp4,591730930
0f459c5349e58fd0bc275dffbe3597e4,/libr/archives/projectsexport/LMSRAID_Archive44 - Date 8202015/DCR Projects/UNIV_MARYLAND/MP4_FILES/Ims-026098-0001.mp4,Ims-026098-0001.mp4,599410349
22231a3e3bd9d00ab45fce4524eb9806,/libr/archives/projectsexport/LMSRAID_Archive44 - Date 8202015/DCR Projects/UNIV_MARYLAND/MP4_FILES/Ims-026119-0001.mp4,Ims-026119-0001.mp4,600508263
7d4dbf8d335fa5767861fb7b5aced5ee,/libr/archives/projectsexport/LMSRAID_Archive44 - Date 8202015/DCR Projects/UNIV_MARYLAND/MP4_FILES/Ims-026125-0001.mp4,Ims-026125-0001.mp4,652998063
94c64839ef72e964ce9958c33b400b7f,/libr/archives/projectsexport/LMSRAID_Archive44 - Date 8202015/DCR Projects/UNIV_MARYLAND/MP4_FILES/Ims-026129-0001.mp4,Ims-026129-0001.mp4,551352408
0a5da32b99a6cd1b3c21f4c7d27b6a54,/libr/archives/projectsexport/LMSRAID_Archive44 - Date 8202015/DCR Projects/UNIV_MARYLAND/MP4_FILES/Ims-026136-0001.mp4,Ims-026136-0001.mp4,582071178
bb0d30d95a8e0ae84feb6a1e0f9e5f55,/libr/archives/projectsexport/LMSRAID_Archive44 - Date 8202015/DCR Projects/UNIV_MARYLAND/MP4_FILES/Ims-026142-0001.mp4,Ims-026142-0001.mp4,599474536
ea63929b02a99dd6ac2e2481b33735aa,/libr/archives/projectsexport/LMSRAID_Archive44 - Date 8202015/DCR Projects/UNIV_MARYLAND/MP4_FILES/Ims-026139-0001.mp4,Ims-026139-0001.mp4,438008700
0c9ef32391ac416ecad6558877f3f58e,/libr/archives/projectsexport/LMSRAID_Archive44 - Date 8202015/DCR Projects/UNIV_MARYLAND/MP4_FILES/Ims-026111-0001.mp4,Ims-026111-0001.mp4,177608159
73c8ed840ce020e3ede55023fa85b442,/libr/archives/projectsexport/LMSRAID_Archive44 - Date 8202015/DCR Projects/UNIV_MARYLAND/MP4_FILES/Ims-026121-0001.mp4,Ims-026121-0001.mp4,659977506
1f3e603f834c16713809201df47237d3,/libr/archives/projectsexport/LMSRAID_Archive44 - Date 8202015/DCR Projects/UNIV_MARYLAND/MP4_FILES/Ims-026116-0001.mp4,Ims-026116-0001.mp4,647698363
939364ec6b55a90a4b7e7bdd740d5e5c,/libr/archives/projectsexport/LMSRAID_Archive44 - Date 8202015/DCR Projects/UNIV_MARYLAND/MP4_FILES/Ims-026122-0001.mp4,Ims-026122-0001.mp4,533606871
ee3e553301d92638c88db18d2f06d656,/libr/archives/projectsexport/LMSRAID_Archive44 - Date 8202015/DCR Projects/UNIV_MARYLAND/MP4_FILES/Ims-026135-0001.mp4,Ims-026135-0001.mp4,647226985
ec5c48b8a45c7d2687e0f793ad97ac1a,/libr/archives/projectsexport/LMSRAID_Archive44 - Date 8202015/DCR Projects/UNIV_MARYLAND/MP4_FILES/Ims-026133-0001.mp4,Ims-026133-0001.mp4,689645180
a324e9eeb7e2e945dbc89b1a4d36d33c,/libr/archives/projectsexport/LMSRAID_Archive44 - Date 8202015/DCR Projects/UNIV_MARYLAND/MP4_FILES/Ims-026110-0001.mp4,Ims-026110-0001.mp4,354413964
05513f69b95d6c77ce0aebd60fbb5864,/libr/archives/projectsexport/LMSRAID_Archive44 - Date 8202015/DCR Projects/UNIV_MARYLAND/MP4_FILES/Ims-026128-0001.mp4,Ims-026128-0001.mp4,453896716
82f842820cb8a60f798e934c3e2125f3,/libr/archives/projectsexport/LMSRAID_Archive44 - Date 8202015/DCR Projects/UNIV_MARYLAND/MP4_FILES/Ims-026127-0001.mp4,Ims-026127-0001.mp4,568892684
04b8098637d973a8f7ad3e63c07927dc,/libr/archives/projectsexport/LMSRAID_Archive44 - Date 8202015/DCR Projects/UNIV_MARYLAND/MP4_FILES/Ims-026131-0001.mp4,Ims-026131-0001.mp4,202368882
2fbfd1697ca9803ae4be8322270e1146,/libr/archives/projectsexport/LMSRAID_Archive44 - Date 8202015/DCR Projects/UNIV_MARYLAND/MP4_FILES/Ims-026097-0001.mp4,Ims-026097-0001.mp4,675457784
7b8094ea208c89415af4cadb55907514,/libr/archives/projectsexport/LMSRAID_Archive44 - Date 8202015/DCR Projects/UNIV_MARYLAND/MP4_FILES/Ims-026126-0001.mp4,Ims-026126-0001.mp4,580812179
fb28267b249021feb91647814772d2a7,/libr/archives/projectsexport/LMSRAID_Archive44 - Date 8202015/DCR Projects/UNIV_MARYLAND/MP4_FILES/Ims-026108-0001.mp4,Ims-026108-0001.mp4,654632833
22746a3993fc479cd0655830176f62e1,/libr/archives/projectsexport/LMSRAID_Archive44 - Date 8202015/DCR Projects/UNIV_MARYLAND/MP4_FILES/Ims-026107-0001.mp4,Ims-026107-0001.mp4,726075208
5cf0cd2542c8941ada61d2b8d89b08dc,/libr/archives/projectsexport/LMSRAID_Archive44 - Date 8202015/DCR Projects/UNIV_MARYLAND/MP4_FILES/Ims-026109-0001.mp4,Ims-026109-0001.mp4,649074487
6e3fb177861d5efa5c07fe728a61d95c,/libr/archives/projectsexport/LMSRAID_Archive44 - Date 8202015/DCR Projects/UNIV_MARYLAND/MP4_FILES/Ims-026100-0001.mp4,Ims-026100-0001.mp4,563059130
ea43bae8782a66cd2da19dabdb9c4528,/libr/archives/projectsexport/LMSRAID_Archive44 - Date 8202015/DCR Projects/UNIV_MARYLAND/MP4_FILES/Ims-026138-0001.mp4,Ims-026138-0001.mp4,579447943
fc834299a1740aff67bc8d0260dd44f1,/libr/archives/projectsexport/LMSRAID_Archive44 - Date 8202015/DCR Projects/UNIV_MARYLAND/MP4_FILES/Ims-026101-0001.mp4,Ims-026101-0001.mp4,623393374
336c8c40d0c18719b8c06d33199131fa,/libr/archives/projectsexport/LMSRAID_Archive44 - Date 8202015/DCR Projects/UNIV_MARYLAND/MP4_FILES/Ims-026114-0001.mp4,Ims-026114-0001.mp4,585227707
70fcde4cfdbb486785aa2d5541cec274,/libr/archives/projectsexport/LMSRAID_Archive44 - Date 8202015/DCR Projects/UNIV_MARYLAND/MP4_FILES/Ims-026112-0001.mp4,Ims-026112-0001.mp4,242864439
0b24520c58d0149288f93d6957b24132,/libr/archives/projectsexport/LMSRAID_Archive44 - Date 8202015/DCR Projects/UNIV_MARYLAND/MOV_FILES/Ims-026123-0001.mov,Ims-026123-0001.mov,34495513964
fd9ab70a86252e9552422c4492aea1e3,/libr/archives/projectsexport/LMSRAID_Archive44 - Date 8202015/DCR Projects/UNIV_MARYLAND/MOV_FILES/Ims-026111-0001.mov,Ims-026111-0001.mov,10249933980
53131809e6afa67d4c1896e3a4563cf2,/libr/archives/projectsexport/LMSRAID_Archive44 - Date 8202015/DCR Projects/UNIV_MARYLAND/MOV_FILES/Ims-026100-0001.mov,Ims-026100-0001.mov,32453245948
d0296b3159374793c2f60ba1ed6b3714,/libr/archives/projectsexport/LMSRAID_Archive44 - Date 8202015/DCR Projects/UNIV_MARYLAND/MOV_FILES/Ims-026116-0001.mov,Ims-026116-0001.mov,37387629020
a5ea3cf7a6e9a0acd6f82c9bdc58040b,/libr/archives/projectsexport/LMSRAID_Archive44 - Date 8202015/DCR Projects/UNIV_MARYLAND/MOV_FILES/Ims-026112-0001.mov,Ims-026112-0001.mov,14016365596
ab2f980760328a653757a65e49ef2999,/libr/archives/projectsexport/LMSRAID_Archive44 - Date 8202015/DCR Projects/UNIV_MARYLAND/MOV_FILES/Ims-026143-0001.mov,Ims-026143-0001.mov,33420735132
28f181a6ced1ca402c58d776453bbf4d,/libr/archives/projectsexport/LMSRAID_Archive44 - Date 8202015/DCR Projects/UNIV_MARYLAND/MOV_FILES/Ims-026137-0001.mov,Ims-026137-0001.mov,33919537916
b7af0bcb6929d162031a6eb991b2b1aa,/libr/archives/projectsexport/LMSRAID_Archive44 - Date 8202015/DCR Projects/UNIV_MARYLAND/MOV_FILES/Ims-026141-0001.mov,Ims-026141-0001.mov,34146352044
16a88cd089aa4b64952a2bc619a804ab,/libr/archives/projectsexport/LMSRAID_Archive44 - Date 8202015/DCR Projects/UNIV_MARYLAND/MOV_FILES/Ims-026101-0001.mov,Ims-026101-0001.mov,35951453452
ddba24cf257155cf70f4a1146ba65ee1,/libr/archives/projectsexport/LMSRAID_Archive44 - Date 8202015/DCR Projects/UNIV_MARYLAND/MOV_FILES/Ims-026125-0001.mov,Ims-026125-0001.mov,37672793596
acf4ffb1b595c013e388e1c8b68fd36e,/libr/archives/projectsexport/LMSRAID_Archive44 - Date 8202015/DCR Projects/UNIV_MARYLAND/MOV_FILES/Ims-026119-0001.mov,Ims-026119-0001.mov,34663977580
fdb920673645cdb8384c83be3f9a20cd,/libr/archives/projectsexport/LMSRAID_Archive44 - Date 8202015/DCR Projects/UNIV_MARYLAND/MOV_FILES/Ims-026127-0001.mov,Ims-026127-0001.mov,32830642020
270feb833c43d9743c40720b1cf5f2f0,/libr/archives/projectsexport/LMSRAID_Archive44 - Date 8202015/DCR Projects/UNIV_MARYLAND/MOV_FILES/Ims-026139-0001.mov,Ims-026139-0001.mov,25276132652
c6f13b4b6bb1aed1068b8c9c3e01285a,/libr/archives/projectsexport/LMSRAID_Archive44 - Date 8202015/DCR Projects/UNIV_MARYLAND/MOV_FILES/Ims-026115-0001.mov,Ims-026115-0001.mov,34406105948
34bb3831ccf656e7ec2420aad62ba8a7,/libr/archives/projectsexport/LMSRAID_Archive44 - Date 8202015/DCR Projects/UNIV_MARYLAND/MOV_FILES/Ims-026130-0001.mov,Ims-026130-0001.mov,33690841580
6ba51de713ab93e84a23630d3d4591ea,/libr/archives/projectsexport/LMSRAID_Archive44 - Date 8202015/DCR Projects/UNIV_MARYLAND/MOV_FILES/Ims-026124-0001.mov,Ims-026124-0001.mov,19234030972
280b5ff3b1f7f4a2415fa6bc436e871e,/libr/archives/projectsexport/LMSRAID_Archive44 - Date 8202015/DCR Projects/UNIV_MARYLAND/MOV_FILES/Ims-026118-0001.mov,Ims-026118-0001.mov,34013651644
c903e43e9ef4a51bd90c136d4c06131e,/libr/archives/projectsexport/LMSRAID_Archive44 - Date 8202015/DCR Projects/UNIV_MARYLAND/MOV_FILES/Ims-026109-0001.mov,Ims-026109-0001.mov,37454449740
82b0cece58abd087c0748db4a6842c42,/libr/archives/projectsexport/LMSRAID_Archive44 - Date 8202015/DCR Projects/UNIV_MARYLAND/MOV_FILES/Ims-026136-0001.mov,Ims-026136-0001.mov,33586375292
4a0d8a2a2599a284da669cb39a0434d7,/libr/archives/projectsexport/LMSRAID_Archive44 - Date 8202015/DCR Projects/UNIV_MARYLAND/MOV_FILES/Ims-026102-0001.mov,Ims-026102-0001.mov,34582098604
b45fdf1fe7286bd4cc15140ce8769e7d,/libr/archives/projectsexport/LMSRAID_Archive44 - Date 8202015/DCR Projects/UNIV_MARYLAND/MOV_FILES/Ims-026099-0001.mov,Ims-026099-0001.mov,33388736460
b8f7f4363058b9b1326e0b6008adb6c9,/libr/archives/projectsexport/LMSRAID_Archive44 - Date 8202015/DCR Projects/UNIV_MARYLAND/MOV_FILES/Ims-026138-0001.mov,Ims-026138-0001.mov,33443322428
3da5a49ea032672ffed27e9c77f8d112,/libr/archives/projectsexport/LMSRAID_Archive44 - Date 8202015/DCR Projects/UNIV_MARYLAND/MOV_FILES/Ims-026105-0001.mov,Ims-026105-0001.mov,34500219676
56831b566654b5233887a6130b478f30,/libr/archives/projectsexport/LMSRAID_Archive44 - Date 8202015/DCR Projects/UNIV_MARYLAND/MOV_FILES/Ims-026098-0001.mov,Ims-026098-0001.mov,34584922044
08acc3d67e212f89b139ff24db60badb,/libr/archives/projectsexport/LMSRAID_Archive44 - Date 8202015/DCR Projects/UNIV_MARYLAND/MOV_FILES/Ims-026106-0001.mov,Ims-026106-0001.mov,33141217372
9d2c38efabbb34b2811db6119731cf7b,/libr/archives/projectsexport/LMSRAID_Archive44 - Date 8202015/DCR Projects/UNIV_MARYLAND/MOV_FILES/Ims-026133-0001.mov,Ims-026133-0001.mov,39771529852
f21265c4faf18df7667b0005d6daacf6,/libr/archives/projectsexport/LMSRAID_Archive44 - Date 8202015/DCR Projects/UNIV_MARYLAND/MOV_FILES/Ims-026107-0001.mov,Ims-026107-0001.mov,41884383196
56f004d593b81494d131ab6306266ce7,/libr/archives/projectsexport/LMSRAID_Archive44 - Date 8202015/DCR Projects/UNIV_MARYLAND/MOV_FILES/Ims-026120-0001.mov,Ims-026120-0001.mov,34252700524
0e27c4a3e2401544b0b2c0ee51edf300,/libr/archives/projectsexport/LMSRAID_Archive44 - Date 8202015/DCR Projects/UNIV_MARYLAND/MOV_FILES/Ims-026103-0001.mov,Ims-026103-0001.mov,34453162812
364a405d758a39a971aad922f2edd537,/libr/archives/projectsexport/LMSRAID_Archive44 - Date 8202015/DCR Projects/UNIV_MARYLAND/MOV_FILES/Ims-026128-0001.mov,Ims-026128-0001.mov,26188094748
2084f28fd2aba4a9f9bfdca1b6b23508,/libr/archives/projectsexport/LMSRAID_Archive44 - Date 8202015/DCR Projects/UNIV_MARYLAND/MOV_FILES/Ims-026097-0001.mov,Ims-026097-0001.mov,38971563115
66c72fa738f1e62fe5687f5507d76e81,/libr/archives/projectsexport/LMSRAID_Archive44 - Date 8202015/DCR Projects/UNIV_MARYLAND/MOV_FILES/Ims-026108-0001.mov,Ims-026108-0001.mov,37787612348
574a894e951fa6ad95db0d82c4c8f336,/libr/archives/projectsexport/LMSRAID_Archive44 - Date 8202015/DCR Projects/UNIV_MARYLAND/MOV_FILES/Ims-026117-0001.mov,Ims-026117-0001.mov,42007672156
bdf6b92895961cf0d0ef40d5fa65f8f5,/libr/archives/projectsexport/LMSRAID_Archive44 - Date 8202015/DCR Projects/UNIV_MARYLAND/MOV_FILES/Ims-026135-0001.mov,Ims-026135-0001.mov,37351865804
a214b5f7fc25d95714ec9d997fb79863,/libr/archives/projectsexport/LMSRAID_Archive44 - Date 8202015/DCR Projects/UNIV_MARYLAND/MOV_FILES/Ims-026142-0001.mov,Ims-026142-0001.mov,34595274524
ae2bfbf16546c1ded2f396710f2ee980,/libr/archives/projectsexport/LMSRAID_Archive44 - Date 8202015/DCR Projects/UNIV_MARYLAND/MOV_FILES/Ims-026140-0001.mov,Ims-026140-0001.mov,33134629372
b18cacb5bc021fd1bb03c09a4517da93,/libr/archives/projectsexport/LMSRAID_Archive44 - Date 8202015/DCR Projects/UNIV_MARYLAND/MOV_FILES/Ims-026113-0001.mov,Ims-026113-0001.mov,39467542524
a4e4e265218b991796b68d59d72ac478,/libr/archives/projectsexport/LMSRAID_Archive44 - Date 8202015/DCR Projects/UNIV_MARYLAND/MOV_FILES/Ims-026131-0001.mov,Ims-026131-0001.mov,11657875436
867ed562958b5938f22156fd68e249b2,/libr/archives/projectsexport/LMSRAID_Archive44 - Date 8202015/DCR Projects/UNIV_MARYLAND/MOV_FILES/Ims-026110-0001.mov,Ims-026110-0001.mov,20450921564
60dcdfaaa0b6fcc01e220206aa233aa1,/libr/archives/projectsexport/LMSRAID_Archive44 - Date 8202015/DCR Projects/UNIV_MARYLAND/MOV_FILES/Ims-026126-0001.mov,Ims-026126-0001.mov,33512025484
8d927e9e0db9f2abbb141a6bf74b4796,/libr/archives/projectsexport/LMSRAID_Archive44 - Date 8202015/DCR Projects/UNIV_MARYLAND/MOV_FILES/Ims-026122-0001.mov,Ims-026122-0001.mov,30789315148
99200ea83fda13dce450c839acef3583,/libr/archives/projectsexport/LMSRAID_Archive44 - Date 8202015/DCR Projects/UNIV_MARYLAND/MOV_FILES/Ims-026129-0001.mov,Ims-026129-0001.mov,31817978284
feb580747ea9adf2dae0f98cf9125bda,/libr/archives/projectsexport/LMSRAID_Archive44 - Date 8202015/DCR Projects/UNIV_MARYLAND/MOV_FILES/Ims-026104-0001.mov,Ims-026104-0001.mov,38873684844
19ef3b89b99dbadff34c0e2476ccc042,/libr/archives/projectsexport/LMSRAID_Archive44 - Date 8202015/DCR Projects/UNIV_MARYLAND/MOV_FILES/Ims-026134-0001.mov,Ims-026134-0001.mov,41454283404
49d0abb7b3ee3da1c6d9a72e2c73ed01,/libr/archives/projectsexport/LMSRAID_Archive44 - Date 8202015/DCR Projects/UNIV_MARYLAND/MOV_FILES/Ims-026132-0001.mov,Ims-026132-0001.mov,52938041148
0d8b4949c59e0ad5e47e33769b598f6c,/libr/archives/projectsexport/LMSRAID_Archive44 - Date 8202015/DCR Projects/UNIV_MARYLAND/MOV_FILES/Ims-026114-0001.mov,Ims-026114-0001.mov,33782131868
c3f88f125dd0c993b38a73f477501029,/libr/archives/projectsexport/LMSRAID_Archive44 - Date 8202015/DCR Projects/UNIV_MARYLAND/MOV_FILES/Ims-026121-0001.mov,Ims-026121-0001.mov,38085011756
